,shortcode,edge_media_preview_comment.count,edge_media_preview_like.count,edge_media_to_caption.edges
37,B8PBKtsBeFY,0,5,[{'node': {'text': '辛苦了 True hero. #liwenliang #李文亮'}}]
38,B8QPUDjFJUW,0,19,"[{'node': {'text': 'We shall never forget. We shall never forgive. Dr. Li was not trying to be a hero, but he became a martyr. 🕯️#coronavirus #liwenliang'}}]"
39,B8QfFTkJTau,0,26,"[{'node': {'text': 'Doctor #LiWenliang, December lo friends ki we chat group lo new virus tho patients hospital lo admit avthunnaaru,miru jagratha ga vundandi ani msg post chesadu...aaa msg viral ayindhi..fake news spread chesthunadani Jan 3rd ki  police case file chesaru..tdy #coronavirus valla chanipoyadu.'}}]"
40,B8QL4_Fg91t,0,21,"[{'node': {'text': 'Do you think China’s authoritarian bureaucracy should be responsible to some extent for the coronavirus outbreak? Click the #linkinbio to have your say and speak up against governments, media & the UN in our news poll\n*\n*\n*\n*\n*\n*\n*\n*\n#LiWenliangHero #LiWenliang #WuhanVirus #coronavirus #Wuhan'}}]"
41,B8PYyQynbBp,1,0,[{'node': {'text': '#liwenliang'}}]
42,B8L13-whshy,0,5,"[{'node': {'text': 'El 30 de diciembre, Li Wenliang lanzó una bomba en el grupo de exalumnos de la escuela de medicina en la popular aplicación de mensajería china WeChat: siete pacientes de un mercado local de mariscos habían sido diagnosticados con una enfermedad similar al SARS y puestos en cuarentena en su hospital.\n\nLi explicó que, según una prueba que había visto, la enfermedad era un\xa0coronavirus, una gran familia de virus que incluye el síndrome respiratorio agudo severo (SRAS). Los recuerdos del SARS son profundos en China, donde una pandemia en 2003 mató a cientos tras el encubrimiento del Gobierno. “Solo quería recordarles a mis compañeros de la universidad que tuvieran cuidado”, dijo.\n\nLi, un médico de 34 años que trabaja en Wuhan, la ciudad central de China en el epicentro del brote mortal de coronavirus, les dijo a sus amigos que advirtieran a sus seres queridos en privado. Pero en cuestión de horas, las capturas de pantalla de sus mensajes se volvieron virales, sin que su nombre estuviera borroso. “Cuando los vi circulando en línea, me di cuenta de que estaba fuera de mi control y que probablemente sería sancionado”, dijo Li.\n\n#coronavirus #Wuhan #liwenliang #epidemia  #redes #medico #China'}}]"
43,B8PQkKcoqNh,2,6,[{'node': {'text': '#liwenliang\nWenn usere Helden sterben.'}}]
44,B8PFO5lBkwr,7,32,"[{'node': {'text': 'Rest In Peace, doctor Li. 🕯️🙏#rip #liwenliang #coronavirus #hero #wuhan #who'}}]"
45,B8PgVkBhuQN,0,27,[{'node': {'text': 'Do you hear the people sing? #coronavirus #doctor #china #liwenliang \nThe “whistleblower” who first told the general public about the possible consequences of the corona virus he was later detained by the police and was then diagnosed with the virus himself had died.  Rest in peace doctor.'}}]
46,B8PkA7ZhSrm,0,14,[{'node': {'text': '李医生一路走好，我们不会忘记你被剥夺的正义。#coronavirus #liwenliang'}}]
47,B8PHCgFhItC,0,11,"[{'node': {'text': 'I prayed for Dr. Wenliang Li in the morning and then cooked for my Honduran amigo who’s assigned to repaint my apartment. We shall remember people’s good deeds. More important, we shall follow their good examples. \n#unclekskitchen #炸酱面 #example #pray #李文亮 #liwenliang #rip #amigo #gooddeeds #goodhearts'}}]"
48,B8PqI98HReG,0,2,"[{'node': {'text': '#Repost @deng.weiling with @make_repost\n・・・\nLi Wenliang, the Wuhan doctor who blew the whistle in late December, died of coronavirus. He was among the eight medics disciplined by the police for spreading “rumor.” He is survived by his pregnant wife and parents who are said to have been infected too.\n.\nComic by artist Kuang Biao.\n.\nECMO is still on him 3 hours after his death, to *perform* a hard work of reviving on a dead body. A comment has it: “When this person spoke the truth, he was a rumor cleared when he died, he was a rumor cleared, again.”\n.\nAfter his passing, he was not allowed to die.\n.\nBy the way, he was an EYE doctor.\n#liwenliang #coronavirus #citizen #censorship #wuhan'}}]"
49,B8P207Rhtkx,0,12,"[{'node': {'text': '“我是李先生” “Call Me Mr.Li""\n\nDate: 2020/2/6\n\n#callmemrli #liwenliang #humanrights #tokyodisneyland #china #coronavirus #wuhan #medicalsupport #policy #hedyzhangart2020'}}]"
50,B8QCnhpF3DN,0,3,"[{'node': {'text': 'So sad, we owe you 1.4B apologies🕯#liwenliang #wuhan #wenliang #outbreak'}}]"
0,B8PCDBMgagP,4,20,"[{'node': {'text': ""#liwenliang 作为一名中国人今晚让我感到无比的愤怒和耻辱\nYou're a real hero, R.I.P""}}]"
1,B8Pdrejp1df,0,3,[{'node': {'text': '#liwenliang 💔 \n比病毒更可怕的是坏人的嚣张；比坏人的嚣张更可怕的是好人的沉默；比好人的沉默更可怕的是，很多人习惯了黑暗，就总是为黑暗辩护。'}}]
2,B8PxwBOFVUs,1,30,[{'node': {'text': '#不能不明白 #liwenliang'}}]
3,B8P9WGfJlzR,1,9,"[{'node': {'text': 'The darkness of politics. 死者为大，还能不能好好做个人。 为众人抱薪者，冻毙于风中。 ""我翻开历史一查，这历史没有年代，歪歪斜斜的每叶上都写着“仁义道德”几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是“吃人”！"" -- 鲁迅'}}]"
4,B8P6VxyFreU,0,1,[{'node': {'text': 'Mustn’t forgot him.#liwenliang #wuhan'}}]
5,B8QZo81neOv,0,2,[{'node': {'text': 'RIP Li Wenliang \n#chinesedoctorwuhan\n#whistleblower\n#liwenliang'}}]
6,B8PJ6Z8h0pE,0,8,[{'node': {'text': '#liwenliang \nIt turns out we are just ants.'}}]
7,B8PwWfJFn97,4,41,"[{'node': {'text': 'HARVARD medical school flying the flag half mast to mourn the loss of a hero to mankind - dr. LI Wenliang, who bravely warned the world of Coronavirus, then was disciplined by the chinese government, now passed away because of the virus. ..\n#coronavirus #liwenliang #drliwenliang #truehero @wildchinatravel'}}]"
8,B8MYrhdICRZ,2,31,[{'node': {'text': '#coronaviruschina #liwenliang #hero #medicaldoctor #doctorwellness #MedinforWellness'}}]
9,B8P9H2WlpU6,4,499,"[{'node': {'text': '#rip\nDr #LiWenliang died of novel #coronavirus infection earlier tonight in #Wuhan’s hospital at the age 34.  He was among the first 8 doctors accused of spreading rumours and silenced by local police.  He’s been called as “whistle blower” by medias and is hailed as a ""#hero"" by Chinese people. Rest In Peace.\nMedias said Dr Li’s wife, who’s #pregnant, is also in a severe condition due to the infection of the virus. Pray!!!!!Please!!!!!'}}]"
10,B8QXDO_Ffse,0,1,"[{'node': {'text': ""I don't know if anybody knows this but this man risked it all to get us the knowledge that we have right now about this potential pandemic of a virus thank you #doctor #Liwenliang #rip #wuhanvirus #whistleblowers share the post spread the news and don't forget to #washyourass  out there!!! Also #washyourhands #viral""}}]"
11,B8O-77-Bgmi,0,3,"[{'node': {'text': 'If the truth that you told had been ignored, god will cherish every single word. We pray for you, we sing for you, we aside with you. You will never be alone.you will always live in 1.4-billion-people’s memories, never faded.the brave warrior.🕯️🕯️🕯️#liwenliang #corona'}}]"
12,B8QdE38nFD4,4,505,"[{'node': {'text': 'Li Wenliang, salah satu dokter yang mencoba mengingatkan publik tentang wabah virus korona, akhirnya meninggal dunia. Rumah Sakit Pusat Wuhan, Tiongkok, Jumat (7/2/2020) mengkonfirmasi tentang kematian dokter yang sempat diperiksa polisi setempat itu. “Dalam perang melawan epidemi pneumonia dari infeksi virus korona jenis baru, dokter mata rumah sakit kami, Li Wenliang, sayangnya, terinfeksi. Dia meninggal setelah semua upaya yang kami lakukan untuk menyadarkannya. Kami sangat berduka atas kematiannya,” ujar pihak rumah sakit itu di akun resmi\xa0Weibo, seperti dikutip\xa0scmp.com.\n\nLi yang berusia 34 tahun meninggal pada Jumat pukul 02.58 dinihari waktu setempat.\n\nMedia sosial Tiongkok dibanjiri dengan kemarahan atas kematian Li. Mereka menyalakan lilin dan menuntut agar pihak berwenang meminta maaf atas cara mereka memperlakukan dokter mata itu. “Tidak ada polisi yang pernah meminta maaf kepada Anda. Anda bisa menjadi pahlawan nasional. Tindakan (aparat) yang melalaikan tugas telah merenggut nyawa Anda bersama dengan beberapa ratus nyawa tak berdosa,” kata seorang pengguna\xa0Weibo.\n\nBaca kronologinya di link Bio\n\n#LiWenliang #RIP #Corona #CoronaVirus #Korona #Berita #BeritaTerkini #Viral #InstaNews #BeritaSatu'}}]"
13,B8PI2KKiRGV,0,46,[{'node': {'text': '#李文亮#liwenliang#chernobyl'}}]
14,B8P-2t6h1Bm,0,4,[{'node': {'text': 'R.I.P#liwenliang'}}]
15,B8OwiEfBKTB,12,19,[{'node': {'text': '#李文亮 #liwenliang'}}]
16,B8QUiiJlyZn,0,8,"[{'node': {'text': 'R.I.P. Doctor #liwenliang .See you in the history.  I will never forget today, 2.7, 2020, the day after your gone, and I will not forget how this winter has shocked me at my 25 .'}}]"
17,B8QeFZJHTWq,0,3,"[{'node': {'text': '“the simplest and most accessible key to our self-neglected liberation lies right here: Personal non-participation in lies.Though lies conceal everything, though lies embrace everything, but not with any help from me.” #不能不明白 #liwenliang #coronavirus #李文亮'}}]"
18,B8PCVBTJZ7o,0,1,[{'node': {'text': 'R.I.P.🕯️Let there be light 🙏 #liwenliang #世上没有从天而降的英雄 #只有挺身而出的凡人 #restinpeace #rip #lettherebelight #2020'}}]
19,B8QTAUZAlUG,0,1,[{'node': {'text': 'R.I.P🕯️Dr.Liwenliang\n#wuhan #2019ncov #liwenliang'}}]
20,B8PG6vgAxbx,8,247,"[{'node': {'text': '身在印度卻意外地找到兩年前留下來的筆墨, #李文亮 醫生: \n你的離去使我重施故技, 你的勇氣深深感動我, 你的名字會照亮起黑暗的吃人社會! \nIn India surprisingly I found back the black ink i left from 2018, Doctor #LiWenLiang: \nyour tragic death news moved me to make art again, your courage touched my heart deeply, your name will keep on shining in the midst of the darkest city! \n#Wuhanvirus2020 #coronavirus #RIP #China #WuhanChina #Wuhanhospital #武汉病毒 #抗疫英雄 #KD #kokdamon #artwork #typographyart photo by @lichtspielfotografie_adine #在中國有種良知叫李文亮'}}]"
21,B8PZxd2gode,2,5,"[{'node': {'text': 'All my friends in China are sleepless today. We love our country, but not the government. #coronavirus #liwenliang #china'}}]"
22,B8PKRhXFhY0,0,19,[{'node': {'text': 'The sun will #liwenliang'}}]
23,B8PKML7ixpB,0,24,[{'node': {'text': '“夜正长，路也正长，我不如忘却，不说的好罢。但我知道，即使不是我，将来总会有记起他们，再说他们的时候的。” R.I.P. 🕯\n#liwenliang #rip #wewillnotforgetyou'}}]
24,B8QE86JnR6n,0,527,[{'node': {'text': 'Do You Hear the People Sing?\n“我翻开历史一查，这历史没有年代，歪歪斜斜的每页上都写着‘仁义道德’四个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是‘吃人’！”\n.\n“防民之口，甚于防川，川壅而溃，伤人必多，民亦如之。”\n#liwenliang #coronavirus'}}]
25,B8QNT1igFqP,0,4,[{'node': {'text': '#liwenliang'}}]
26,B8P_rLSAZGN,3,108,[{'node': {'text': '你能做到嗎？你聽明白了嗎？\n #李文亮 #LiWenLiang'}}]
27,B8QYN1mHIjM,1,2,"[{'node': {'text': ""“我翻开历史一查，这历史没有年代，歪歪斜斜每页上都写着'仁义道德'几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出来，满本都写着两个字是'吃人'。” ——鲁迅《狂人日记》\n\n#liwenliang 组织批准可以死，你才可以死。 It's been a cold night for Chinese. The media doesn't allow the true voice out. But actually everyone knows lying can't be recovered.  R. I. P""}}]"
28,B8PiZ4DlLr2,0,7,"[{'node': {'text': '#Repost @elnacionalrd (@get_repost)\n・・・\n#Internacionales\nPekín (EFE).- El #médicochino #LiWenliang, que a finales de diciembre pasado alertó sobre la aparición del nuevo #coronavirus, murió hoy de esta enfermedad tras terminar infectándose, informaron fuentes sanitarias citadas por el diario chino “Global Times”.\nLi Wenliang era uno de los ocho médicos chinos que alertaron del nuevo virus moral, lo que causó que fueran advertidos por la policía local.\nEl hospital central de Wuhan, donde estaba ingresado, informó de su fallecimiento a las 2.58 hora local china del viernes (20.58 GMT del jueves) después de recibir tratamiento de emergencia debido a un fallo cardíaco.\nLink en bio para más detalles #ElNacionalRD'}}]"
29,B8QIT6Jh5zN,0,6,"[{'node': {'text': '“我是李先生” “Call Me Mr.Li""\n\nDate: 2020/2/6\n\n#callmemrli #liwenliang #humanrights #tokyodisneyland #china #coronavirus #wuhan #medicalsupport #policy #hedyzhangart2020'}}]"
30,B8P-TOtgsmV,18,305,"[{'node': {'text': 'Um médico chinês que foi repreendido por ""espalhar boatos"" sobre o coronavírus antes de ser oficialmente reconhecido morreu nesta sexta-feira (7) depois de testar positivo para o vírus, informou o hospital onde ele trabalhava.\n\nSeu tratamento pelas autoridades despertou lembranças de como a China foi acusada em 2003 de tentar encobrir um grande surto de SARS, um vírus anteriormente desconhecido que se acredita ter emergido dos mercados úmidos da província de Guangdong antes de se espalhar pelas principais cidades e outros países.\n\nAlguns meios de comunicação chineses o descreveram como um ""herói que estava disposto a falar a verdade"", enquanto outros usuários da rede social postaram poemas, fotos e desenhos para homenageá-lo.\n\nAcesse o nosso site na seção de notícias > mundo para ler a matéria completa 👉 www.alternativa.co.jp\n\nFoto: Reprodução\nLi Wenliang morreu após ser infectado por coronavírus na China\n\n#alternativaonline #coronavirus #coronavirusnachina #china #liwenliang #wuhan'}}]"
31,B8Pb3VRooNf,3,4,[]
32,B8P5HTAhJzJ,1,9,[{'node': {'text': '哈佛醫學院為李文亮下半旗！#RIP #LiWenLiang #HarvardMedicakSchool #wuhancoronavirus #wuhan'}}]
33,B8O8hqchtWH,0,9,[{'node': {'text': 'Mannn RIP and fuck the Chinese Government for arresting him\n*\n*\n*\n*\n*\n#fuckthechinesegovernment #coronavirus #liwenliang #china #china'}}]
